Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Type,Category
AGATON,2022,7,CEBU,BANTAYAN,288,1080,1,,,,,,,,,,
AGATON,2022,6,ANTIQUE,BARBAZA,5,29,3,,,,0,2,2,0,150,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
AGATON,2022,Caraga,SURIGAO DEL SUR,BAROBO,53,265,2,,,,,,,,,,
AGATON,2022,6,ILOILO,BAROTAC NUEVO,5307,23937,25,,,,61,5246,5307,2000,987000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,ILOILO,BAROTAC VIEJO,9859,35092,26,,,,11,151,162,1894,769990,"['FAMILY FOOD PACK', 'WATER']",['FAMILY FOOD PACK']
AGATON,2022,8,LEYTE,BARUGO,372,1860,9,,,,2,0,2,,,,
AGATON,2022,13,DINAGAT ISLANDS,BASILISA,68,243,4,,,,,,,,,,
AGATON,2022,6,ILOILO,BATAD,6927,24738,10,,,,1,5,6,1000,486000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,AKLAN,BATAN,253,935,2,,,,,,,,,,
AGATON,2022,8,LEYTE,BATO,2331,11655,18,,,,0,9,9,,,,
AGATON,2022,8,LEYTE,BAYBAY,4184,20917,48,95,0,1,190,14,204,7491,4035845,"['BLANKET', 'BUTANE GAS STOVE', 'CANISTER', 'FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'HYGIENE KIT', 'KITCHEN SET', 'MALONG', 'SAKO LINE', 'SHELTER REPAIR KIT', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
AGATON,2022,6,ANTIQUE,BELISON,0,0,0,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,BINALBAGAN,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,BINGAWAN,4501,17494,14,,,,2,11,13,1600,1000000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,8,SOUTHERN LEYTE,BONTOC,397,1985,9,,,,5,0,5,,,,
AGATON,2022,6,GUIMARAS,BUENAVISTA,0,0,0,,,,,,,,,,
AGATON,2022,6,ANTIQUE,BUGASONG,40,121,8,,,,1,0,1,,,,
AGATON,2022,Caraga,AGUSAN DEL SUR,BUNAWAN,1539,5367,9,,,,1,1,2,0,1202747,"['FOOD, NFI']",['OTHERS']
AGATON,2022,6,AKLAN,BURUANGA,920,3777,8,,,,,,,,,,
AGATON,2022,10,BUKIDNON,CABANGLASAN,73,365,1,,,,,,,,,,
AGATON,2022,6,ILOILO,CABATUAN,0,0,0,,,,,,,,,,
AGATON,2022,8,BILIRAN,CABUCGAYAN,102,392,4,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,CADIZ CITY,1857,6200,13,,,,,,,828,402408,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,10,MISAMIS ORIENTAL,CAGAYAN DE ORO,,,,,,,0,3,3,,,,
AGATON,2022,8,BILIRAN,CAIBIRAN,6513,24167,17,,,,4,19,23,,,,
AGATON,2022,10,MISAMIS OCCIDENTAL,CALAMBA,6,30,1,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,CALATRAVA,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,CALINOG,15,75,5,,,,2,13,15,,,,
AGATON,2022,6,ANTIQUE,CALUYA,0,0,0,,,,,,,,,,
AGATON,2022,8,EASTERN SAMAR,CAN AVID,120,600,1,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,CANDON,0,0,0,,,,,,,,,,
AGATON,2022,8,LEYTE,CAPOOCAN,6726,24719,1,,,,,,,,,,
AGATON,2022,11,DAVAO ORIENTAL,CARAGA,675,2089,5,,,,,,,,,,
AGATON,2022,8,LEYTE,CARIGARA,106,399,6,,,,,,,,,,
AGATON,2022,6,ILOILO,CARLES,20648,78182,33,,,,,,,1700,1062500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,11,DAVAO DEL NORTE,CARMEN,1652,7268,4,,,,,,,,,,
AGATON,2022,7,CEBU,CARMEN,11,51,1,,,,,,,,,,
AGATON,2022,8,SAMAR,CATBALOGAN,4,13,1,,,,,,,,,,
AGATON,2022,11,DAVAO ORIENTAL,CATEEL,16261,69039,15,1,0,0,,,,,,,
AGATON,2022,7,CEBU,CATMON,144,603,5,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,CAUAYAN,0,0,0,,,,,,,,,,
AGATON,2022,7,CEBU,CEBU CITY,65,244,7,,,,,,,,,,
AGATON,2022,11,DAVAO DE ORO,COMPOSTELA,1552,6145,10,2,0,0,,,,,,,
AGATON,2022,6,ILOILO,CONCEPCION,2018,6671,20,,,,,,,1400,801936,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
AGATON,2022,6,CAPIZ,CUARTERO,7259,28495,23,,,,23,141,164,2700,2481550,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']"
AGATON,2022,8,BILIRAN,CULABA,916,3601,10,,,,3,103,106,400,250000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,ANTIQUE,CULASI,0,0,0,,,,,,,,,,
AGATON,2022,7,CEBU,DAANBANTAYAN,80,454,4,,,,,,,,,,
AGATON,2022,7,CEBU,DANAO CITY,29,109,2,,,,4,124,128,,,,
AGATON,2022,6,CAPIZ,DAO,11096,39182,20,,,,41,414,455,3745,2115932,"['BLANKET', 'CHILD FRIENDLY SPACE KIT', 'FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'MODULAR TENT', 'OTHER NFI', 'WATER']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
AGATON,2022,Barmm,MAGUINDANAO,DATU ABDULLAH SANGKI,245,0,2,,,,,,,,,,
AGATON,2022,Barmm,MAGUINDANAO,DATU MONTAWAL,2410,0,10,,,,,,,,,,
AGATON,2022,Barmm,MAGUINDANAO,DATU PIANG,7452,0,16,,,,,,,,,,
AGATON,2022,Barmm,MAGUINDANAO,DATU SALIBO,2690,0,17,,,,,,,,,,
AGATON,2022,Barmm,MAGUINDANAO,DATU SAUDI AMPATUAN,3282,0,7,,,,,,,,,,
AGATON,2022,6,ILOILO,DINGLE,2375,11745,27,,,,,,,1000,486000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,8,EASTERN SAMAR,DOLORES,5918,24699,31,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,DON SALVADOR BENEDICTO,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,DUEÑAS,963,4810,17,,,,1,3,4,500,250500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,8,LEYTE,DULAG,404,1616,4,,,,,,,,,,
AGATON,2022,6,CAPIZ,DUMALAG,1843,6221,13,,,,1,71,72,1700,1062500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,ILOILO,DUMANGAS,9076,34247,35,,,,14,78,92,1500,739500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,CAPIZ,DUMARAO,15090,53305,33,,,,395,705,1100,5200,5659425,"['FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'HYGIENE KIT', 'KITCHEN KIT', 'MODULAR TENT', 'SLEEPING KIT', 'WATER']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
AGATON,2022,6,NEGROS OCCIDENTAL,ENRIQUE B MAGALONA,10106,35930,23,,,,,,,0,4119150,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
AGATON,2022,6,NEGROS OCCIDENTAL,ESCALANTE CITY,124,392,7,,,,,,,,,,
AGATON,2022,12,SULTAN KUDARAT,ESPERANZA,3,16,1,,,,0,3,3,,,,
AGATON,2022,6,ILOILO,ESTANCIA,5524,22860,25,,,,,,,1001,541482,"['CHILD FRIENDLY SPACE KIT', 'FAMILY FOOD PACK']","['FAMILY FOOD PACK', 'OTHERS']"
AGATON,2022,Barmm,MAGUINDANAO,GENERAL SALIPADA K PENDATUN,2429,0,15,,,,,,,,,,
AGATON,2022,8,EASTERN SAMAR,GIPORLOS,3202,16011,1,,,,0,1,1,,,,
AGATON,2022,12,SARANGANI,GLAN,10,45,6,,,,1,9,10,,,,
AGATON,2022,11,DAVAO ORIENTAL,GOVERNOR GENEROSO,25,129,2,,,,,,,,,,
AGATON,2022,6,ILOILO,GUIMBAL,0,0,0,,,,,,,,,,
AGATON,2022,Barmm,MAGUINDANAO,GUINDULUNGAN,675,0,4,,,,,,,,,,
AGATON,2022,8,EASTERN SAMAR,GUIUAN,11810,47747,60,,,,,,,7800,4239360,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,ANTIQUE,HAMTIC,0,0,0,,,,,,,,,,
AGATON,2022,8,EASTERN SAMAR,HERNANI,2782,9404,13,,,,,,,,,,
AGATON,2022,8,LEYTE,HILONGOS,11862,37907,51,,,,19,156,175,792,0,"['BUTANE GAS STOVE', 'CANISTER']",['KITCHEN KIT']
AGATON,2022,6,NEGROS OCCIDENTAL,HIMAMAYLAN,0,0,0,,,,,,,,,,
AGATON,2022,8,LEYTE,HINDANG,6075,20681,20,,,,6,0,6,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,HINIGARAN,0,0,0,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,HINOBA AN,0,0,0,,,,,,,,,,
AGATON,2022,8,SOUTHERN LEYTE,HINUNANGAN,67,385,1,,,,,,,,,,
AGATON,2022,6,AKLAN,IBAJAY,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,IGBARAS,0,0,0,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,ILOG,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,ILOILO CITY,0,0,0,,,,,,,,,,
AGATON,2022,8,LEYTE,INOPACAN,6812,22301,20,1,0,0,,,,3300,2022385,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,NEGROS OCCIDENTAL,ISABELA,0,0,0,,,,,,,,,,
AGATON,2022,8,LEYTE,ISABELA,450,1650,0,,,,,,,,,,
AGATON,2022,6,CAPIZ,IVISAN,6000,18505,15,,,,2,2,4,1050,720500,"['FAMILY FOOD PACK', 'MODULAR TENT']","['FAMILY FOOD PACK', 'SHELTER KIT']"
AGATON,2022,6,CAPIZ,JAMINDAN,500,1632,10,,,,,,,,,,
AGATON,2022,6,ILOILO,JANIUAY,0,0,0,,,,,,,,,,
AGATON,2022,8,LEYTE,JARO,64,256,4,,,,,,,,,,
AGATON,2022,10,MISAMIS ORIENTAL,JASAAN,155,630,3,,,,,,,,,,
AGATON,2022,8,LEYTE,JAVIER,2928,10502,15,,,,,,,1325,902166,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,8,EASTERN SAMAR,JIPAPAD,2806,9913,13,,,,,,,2780,1800000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,GUIMARAS,JORDAN,0,0,0,,,,,,,,,,
AGATON,2022,5,SORSOGON,JUBAN,0,0,0,,,,,,,,,,
AGATON,2022,12,COTABATO,KABACAN,1795,7053,4,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,KABANKALAN CITY,0,0,0,,,,,,,,,,
AGATON,2022,Barmm,MAGUINDANAO,KABUNTALAN,3055,0,17,,,,,,,,,,
AGATON,2022,6,AKLAN,KALIBO,3646,15729,6,,,,,,,,,,
AGATON,2022,11,DAVAO DEL NORTE,KAPALONG,595,1666,2,,,,,,,,,,
AGATON,2022,8,BILIRAN,KAWAYAN,425,1489,7,,,,,,,,,,
AGATON,2022,12,SARANGANI,KIAMBA,,,,,,,1,3,4,,,,
AGATON,2022,10,BUKIDNON,KITAOTAO,30,93,1,0,2,0,2,28,30,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,LA CARLOTA CITY,0,0,0,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,LA CASTELLANA,0,0,0,,,,,,,,,,
AGATON,2022,7,NEGROS ORIENTAL,LA LIBERTAD,,,,,,,0,2,2,,,,
AGATON,2022,6,ILOILO,LAMBUNAO,177,740,14,,,,0,177,177,177,207267,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
AGATON,2022,7,CEBU,LAPU LAPU CITY,12,61,1,,,,,,,,,,
AGATON,2022,6,ANTIQUE,LAUA AN,22,105,9,,,,0,2,2,0,11880,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
AGATON,2022,8,EASTERN SAMAR,LAWAAN,3893,13744,1,,,,,,,,,,
AGATON,2022,12,SULTAN KUDARAT,LEBAK,1168,5146,3,,,,,,,,,,
AGATON,2022,6,ILOILO,LEGANES,2244,7361,12,,,,,,,1000,501000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,5,ALBAY,LEGAZPI CITY,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,LEMERY,9758,32357,31,1,0,0,31,413,444,2500,1230000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,ILOILO,LEON,0,0,0,,,,,,,,,,
AGATON,2022,6,AKLAN,LEZO,194,740,14,,,,,,,,,,
AGATON,2022,6,AKLAN,LIBACAO,10,34,1,,,,,,,,,,
AGATON,2022,8,SOUTHERN LEYTE,LIBAGON,157,577,4,,,,,,,,,,
AGATON,2022,6,ANTIQUE,LIBERTAD,0,0,0,,,,,,,,,,
AGATON,2022,13,DINAGAT ISLANDS,LIBJO,220,386,5,,,,,,,,,,
AGATON,2022,8,NORTHERN SAMAR,LOPE DE VEGA,4,16,1,,,,0,4,4,,,,
AGATON,2022,13,DINAGAT ISLANDS,LORETO,159,478,8,,,,,,,,,,
AGATON,2022,Caraga,AGUSAN DEL SUR,LORETO,177,679,1,,,,,,,,,,
AGATON,2022,6,CAPIZ,MA AYON,11252,45891,32,2,0,0,61,566,627,4900,3250800,"['FAMILY FOOD PACK', 'FINANCIAL', 'WATER']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
AGATON,2022,12,SARANGANI,MAASIM,27,113,5,0,4,0,3,24,27,,,,
AGATON,2022,6,ILOILO,MAASIN,0,0,0,,,,,,,,,,
AGATON,2022,8,LEYTE,MACARTHUR,456,730,4,,,,,,,,,,
AGATON,2022,6,AKLAN,MADALAG,0,0,0,,,,,,,,,,
AGATON,2022,7,CEBU,MADRIDEJOS,61,272,2,,,,,,,,,,
AGATON,2022,8,LEYTE,MAHAPLAG,7995,39975,28,,,,,,,5000,3274809,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,AKLAN,MAKATO,1090,3897,14,,,,,,,,,,
AGATON,2022,12,SARANGANI,MALAPATAN,15,61,2,,,,,,,,,,
AGATON,2022,6,AKLAN,MALAY,19,70,5,,,,,,,0,4399,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
AGATON,2022,Caraga,SURIGAO DEL NORTE,MALIMONO,7,22,2,,,,,,,,,,
AGATON,2022,6,AKLAN,MALINAO,0,0,0,,,,,,,,,,
AGATON,2022,Barmm,MAGUINDANAO,MAMASAPANO,1585,0,14,,,,,,,,,,
AGATON,2022,6,CAPIZ,MAMBUSAO,12963,43564,24,1,0,0,1,6,7,6067,3465260,"['FAMILY FOOD PACK', 'FINANCIAL', 'WATER']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
AGATON,2022,6,NEGROS OCCIDENTAL,MANAPLA,451,1084,3,,,,2,0,2,,,,
AGATON,2022,7,CEBU,MANDAUE CITY,100,457,1,,,,,,,,,,
AGATON,2022,8,EASTERN SAMAR,MASLOG,56,228,1,,,,,,,,,,
AGATON,2022,8,LEYTE,MATAG OB,6,35,2,,,,,,,,,,
AGATON,2022,8,LEYTE,MATALOM,328,1285,1,,,,,,,,,,
AGATON,2022,5,SORSOGON,MATNOG,,,,,,,,,,1244,553038.2,"['FAMILY FOOD PACK', 'HOT MEAL']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
AGATON,2022,11,DAVAO DE ORO,MAWAB,377,1161,6,,,,,,,,,,
AGATON,2022,8,EASTERN SAMAR,MAYDOLONG,340,1700,1,,,,,,,,,,
AGATON,2022,7,CEBU,MEDELLIN,504,1797,13,,,,,,,,,,
AGATON,2022,6,ILOILO,MIAGAO,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,MINA,156,452,10,,,,,,,156,98988,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
AGATON,2022,7,CEBU,MINGLANILLA,40,150,2,,,,,,,,,,
AGATON,2022,5,MASBATE,MOBO,0,0,0,,,,0,5,5,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,MOISES PADILLA,0,0,0,,,,,,,,,,
AGATON,2022,11,DAVAO DE ORO,MONKAYO,1430,4095,14,0,1,1,,,,,,,
AGATON,2022,11,DAVAO DE ORO,MONTEVISTA,257,1300,1,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,MURCIA,0,0,0,,,,,,,,,,
AGATON,2022,6,AKLAN,NABAS,33,163,2,,,,,,,,,,
AGATON,2022,11,DAVAO DE ORO,NABUNTURAN,572,1571,12,,,,0,3,3,,,,
AGATON,2022,8,BILIRAN,NAVAL,615,2340,20,,,,,,,,,,
AGATON,2022,11,DAVAO DE ORO,NEW BATAAN,571,1963,11,,,,,,,,,,
AGATON,2022,6,ILOILO,NEW LUCENA,127,537,4,,,,,,,,,,
AGATON,2022,6,AKLAN,NEW WASHINGTON,8154,26212,16,,,,1,74,75,1000,501000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,8,LEYTE,NO BREAKDOWN,,,,,,,,,,750,0,"['HYGIENE KIT', 'MALONG']","['CLOTHING KIT', 'HYGIENE KIT']"
AGATON,2022,Barmm,MAGUINDANAO,NORTHERN KABUNTALAN,2827,0,10,,,,,,,,,,
AGATON,2022,6,GUIMARAS,NUEVA VALENCIA,0,0,0,,,,,,,,,,
AGATON,2022,6,AKLAN,NUMANCIA,431,1395,17,,,,,,,0,144144,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
AGATON,2022,8,LEYTE,ORMOC CITY,4534,16681,39,,,,,,,,,,
AGATON,2022,7,CEBU,OSLOB,,,,1,0,0,,,,,,,
AGATON,2022,6,ILOILO,OTON,4670,17314,17,,,,,,,,,,
AGATON,2022,Barmm,MAGUINDANAO,PAGALUNGAN,11425,0,12,,,,,,,3500,0,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,5,MASBATE,PALANAS,0,0,0,,,,,,,,,,
AGATON,2022,8,LEYTE,PALO,140,609,13,,,,,,,,,,
AGATON,2022,8,LEYTE,PALOMPON,4659,23295,43,,,,,,,,,,
AGATON,2022,6,CAPIZ,PANAY,13599,58466,40,3,0,0,1,0,1,4670,2332258,"['BLANKET', 'FAMILY FOOD PACK', 'FINANCIAL', 'MODULAR TENT', 'OTHER NFI', 'WATER']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
AGATON,2022,6,ANTIQUE,PANDAN,0,0,0,,,,,,,,,,
AGATON,2022,6,CAPIZ,PANITAN,12493,49972,26,6,0,1,36,228,264,4521,5387855,"['BLANKET', 'CHILD FRIENDLY SPACE KIT', 'FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHER NFI', 'WATER']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SLEEPING KIT']"
AGATON,2022,Barmm,MAGUINDANAO,PARANG,86,0,1,,,,,,,,,,
AGATON,2022,6,ILOILO,PASSI CITY,3568,16088,40,1,0,0,25,33,58,2000,987000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,ANTIQUE,PATNONGON,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,PAVIA,0,0,0,,,,,,,,,,
AGATON,2022,12,COTABATO,PIKIT,24588,104073,33,,,,,,,,,,
AGATON,2022,5,SORSOGON,PILAR,,,,,,,,,,0,47250,"['HOT MEAL, RICE, CANNED GOOD']",['READY TO EAT FOOD']
AGATON,2022,6,CAPIZ,PILAR,13045,39565,14,1,0,0,,,,2550,1512000,"['BLANKET', 'FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT', 'OTHER NFI']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'OTHERS', 'SLEEPING KIT']"
AGATON,2022,7,CEBU,PILAR,96,331,6,,,,,,,,,,
AGATON,2022,8,SOUTHERN LEYTE,PINTUYAN,73,287,8,,,,,,,,,,
AGATON,2022,6,CAPIZ,PONTEVEDRA,12471,59448,26,2,0,0,2,0,2,4832,5597905,"['BLANKET', 'CHILD FRIENDLY SPACE KIT', 'FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'HYGIENE KIT', 'KITCHEN KIT', 'MODULAR TENT', 'OTHER NFI', 'SLEEPING KIT', 'WATER']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
AGATON,2022,6,NEGROS OCCIDENTAL,PONTEVEDRA,0,0,0,,,,,,,,,,
AGATON,2022,7,CEBU,PORO,179,670,7,,,,,,,,,,
AGATON,2022,6,ILOILO,POTOTAN,4440,17166,37,,,,2,0,2,1082,3746464.5,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'SLEEPING KIT']"
AGATON,2022,6,CAPIZ,PRESIDENT ROXAS,10306,34789,20,,,,8,329,337,3600,2514300,"['FAMILY FOOD PACK', 'FINANCIAL', 'WATER']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
AGATON,2022,6,NEGROS OCCIDENTAL,PULUPANDAN,0,0,0,,,,,,,,,,
AGATON,2022,10,BUKIDNON,QUEZON,20,72,1,,,,0,14,14,,,,
AGATON,2022,6,CAPIZ,ROXAS CITY,1564,5748,19,,,,,,,1350,676350,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,NEGROS OCCIDENTAL,SAGAY CITY,309,1206,14,1,0,0,,,,,,,
AGATON,2022,8,SOUTHERN LEYTE,SAINT BERNARD,821,3019,11,,,,,,,,,,
AGATON,2022,8,EASTERN SAMAR,SALCEDO,6512,24034,41,,,,,,,,,,
AGATON,2022,6,NEGROS OCCIDENTAL,SAN CARLOS CITY,0,0,0,,,,,,,,,,
AGATON,2022,6,ILOILO,SAN DIONISIO,9908,35782,27,,,,4,1,5,3900,1993000,"['FAMILY FOOD PACK', 'FINANCIAL', 'WATER']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
AGATON,2022,6,ILOILO,SAN ENRIQUE,11039,66183,34,,,,30,2883,2913,3500,1753500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
AGATON,2022,6,NEGROS OCCIDENTAL,SAN ENRIQUE,141,705,3,,,,,,,,,,
